question,answer,source
<@U7T0QAEBA> <@U02LMETN883> <@U0RR5KY90> 【リマインダー】OKR進捗率定義は今日が期日です。対応未済のひとは、テキストorResilyで進捗率定義案を共有お願いします。 <https://docs.google.com/presentation/d/1xr0UJA2XY5ZTgnTNtVNzdiZuIUQ370tGyDmPCU-fYoQ/edit#slide=id.g13c083e7ec2_0_1761>,<@U7T0QAEBA> <@U02LMETN883> <@U0RR5KY90> 【リマインダー】OKR進捗率定義は今日が期日です。対応未済のひとは、テキストorResilyで進捗率定義案を共有お願いします。 <https://docs.google.com/presentation/d/1xr0UJA2XY5ZTgnTNtVNzdiZuIUQ370tGyDmPCU-fYoQ/edit#slide=id.g13c083e7ec2_0_1761>,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 毎週月曜13時半にデータ基盤構想の定例を入れました,<@U7T0QAEBA> 毎週月曜13時半にデータ基盤構想の定例を入れました,Slack #corp-it-engineering-data-enablement
<@U0RR5KY90> 毎週火曜11時にデータ分析の業務プロセスを設計する定例を入れました,<@U0RR5KY90> 毎週火曜11時にデータ分析の業務プロセスを設計する定例を入れました,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 明日の昼過ぎと夕方に、データ基盤についてデータビズラボ社とSalesforce社それぞれミーティングする予定だから、情報共有のためにもし時間が合えば参加してもらうといいかも。任意参加としてインバイトしておきます。,<@U7T0QAEBA> 明日の昼過ぎと夕方に、データ基盤についてデータビズラボ社とSalesforce社それぞれミーティングする予定だから、情報共有のためにもし時間が合えば参加してもらうといいかも。任意参加としてインバイトしておきます。,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 蒲原さんから、「Pratzoからtableau構築のレクチャーを受けて、学びの時に対応したケースはある程度できるようになったが、習熟度の問題もあり、応用が効きにくく、他のものを作ろうとした際に詰まって困った」と聞いているんだけど、具体的に何を作ろうとしたら詰まったか分かる？,<@U7T0QAEBA> 蒲原さんから、「Pratzoからtableau構築のレクチャーを受けて、学びの時に対応したケースはある程度できるようになったが、習熟度の問題もあり、応用が効きにくく、他のものを作ろうとした際に詰まって困った」と聞いているんだけど、具体的に何を作ろうとしたら詰まったか分かる？,Slack #corp-it-engineering-data-enablement
こちら、「資金調達レポート」と「タブ価値」を可視化しようと思うから、P7の「タブ価値」の役割分担の補足スライドを記載してもらえる？,こちら、「資金調達レポート」と「タブ価値」を可視化しようと思うから、P7の「タブ価値」の役割分担の補足スライドを記載してもらえる？,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> <@U7T0QAEBA> <@U0RR5KY90> テキサス大学のMBAプログラムでコンサルプロジェクトを募集してるんだけど、何か依頼したい案件ある？（卒業生だから案内が来てる） ITに強い大学だから、いま進めてるデータ基盤関連の市場調査・他社事例調査を依頼したりするのがいいかもしれない。あとは職種ごとのコンピテンシークライテリア作成とか。,<@U02LMETN883> <@U7T0QAEBA> <@U0RR5KY90> テキサス大学のMBAプログラムでコンサルプロジェクトを募集してるんだけど、何か依頼したい案件ある？（卒業生だから案内が来てる） ITに強い大学だから、いま進めてるデータ基盤関連の市場調査・他社事例調査を依頼したりするのがいいかもしれない。あとは職種ごとのコンピテンシークライテリア作成とか。,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> 追加KRについて、「システムリリース後のアカウント管理をIT Operationチームに移管する」も基準に入れましょう。他システムの管理を行っているユナイトアンドグロウ社には頭出ししています（窓口はいったん増渕さんでいいと思います）。Oktaへの接続・管理開始も含めて、IT Operations Teamで進めてもらうのがいいと思います。,<@U02LMETN883> 追加KRについて、「システムリリース後のアカウント管理をIT Operationチームに移管する」も基準に入れましょう。他システムの管理を行っているユナイトアンドグロウ社には頭出ししています（窓口はいったん増渕さんでいいと思います）。Oktaへの接続・管理開始も含めて、IT Operations Teamで進めてもらうのがいいと思います。,Slack #corp-it-engineering-data-enablement
他はいいと思います。,他はいいと思います。,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> すみません、8/25のDiv合宿ですが、参加できるよう予定調整してもらうことって難しいでしょうか？社員メンバーは福山さん以外全員参加可能なので、この日で実施してしまいたく。,<@U02LMETN883> すみません、8/25のDiv合宿ですが、参加できるよう予定調整してもらうことって難しいでしょうか？社員メンバーは福山さん以外全員参加可能なので、この日で実施してしまいたく。,Slack #corp-it-engineering-data-enablement
<@U02818QEAJZ> 8/25午後にオンラインでDivision合宿をやろうと思うんだけど、町田君にもできれば参加してもらいたく、予定調整できる？,<@U02818QEAJZ> 8/25午後にオンラインでDivision合宿をやろうと思うんだけど、町田君にもできれば参加してもらいたく、予定調整できる？,Slack #corp-it-engineering-data-enablement
<@U0RR5KY90> 先週土日の勤怠申請が未済だから対応してもらえる？,<@U0RR5KY90> 先週土日の勤怠申請が未済だから対応してもらえる？,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> 7月の勤怠申請お願いします,<@U7T0QAEBA> 7月の勤怠申請お願いします,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> Docusignで契約締結を進めてもらいたいんだけど可能？<http://redmine.uzabase.lan/redmine/issues/35460#change-149723|リーガルチェック>は終わってて、あとは契約締結。先方に送付先メアドを送るステータス（ジョブカン申請も必要）,<@U7T0QAEBA> Docusignで契約締結を進めてもらいたいんだけど可能？<http://redmine.uzabase.lan/redmine/issues/35460#change-149723|リーガルチェック>は終わってて、あとは契約締結。先方に送付先メアドを送るステータス（ジョブカン申請も必要）,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> Forecast Modelリリース後の問い合わせ運用だけど、もう設計済みだっけ？Notionでバックログに積んで課題管理できると思うから、この辺を参考に町田君に実装してもらう？ <https://note.com/yukkakiyo/n/nd953f90025d5>,<@U7T0QAEBA> Forecast Modelリリース後の問い合わせ運用だけど、もう設計済みだっけ？Notionでバックログに積んで課題管理できると思うから、この辺を参考に町田君に実装してもらう？ <https://note.com/yukkakiyo/n/nd953f90025d5>,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> DV社定例の共有 ・採用予実のバージョン比較の開発完了（後で確認してもらいたい）  DV社で1-6月の工数上振れ要因は以下と分析。ただし、「手戻り」分がどれくらいあったのかは不明。ここの推計をUBから出したほうが良さそう ・手戻り ・要件変更 ・「スプシ通りの実装」,<@U02LMETN883> DV社定例の共有 ・採用予実のバージョン比較の開発完了（後で確認してもらいたい）  DV社で1-6月の工数上振れ要因は以下と分析。ただし、「手戻り」分がどれくらいあったのかは不明。ここの推計をUBから出したほうが良さそう ・手戻り ・要件変更 ・「スプシ通りの実装」,Slack #corp-it-engineering-data-enablement
<@U03B3T5P7AA> in,<@U03B3T5P7AA> in,Slack #corp-it-engineering-data-enablement
<@U02818QEAJZ> <https://docs.google.com/presentation/d/1X8C6WDDalOcV4P-Rw74COp66AfwoXeUTC8gcaeRcXnM/edit#slide=id.g14248c0e87a_1_527|この資料>のP40に、この<https://camo.qiitausercontent.com/46ad64e9380c7112b603e292ee2346cc2a8cb986/68747470733a2f2f71696974612d696d6167652d73746f72652e73332e61702d6e6f727468656173742d312e616d617a6f6e6177732e636f6d2f302f32343033312f35356463306661342d656435642d343563322d623964302d6265346237323564366332632e706e67|画像にあるような図形>を配置してもらいたいんだけど、作成お願いできる？図形は他のスライドからコピーしてきていいよ,<@U02818QEAJZ> <https://docs.google.com/presentation/d/1X8C6WDDalOcV4P-Rw74COp66AfwoXeUTC8gcaeRcXnM/edit#slide=id.g14248c0e87a_1_527|この資料>のP40に、この<https://camo.qiitausercontent.com/46ad64e9380c7112b603e292ee2346cc2a8cb986/68747470733a2f2f71696974612d696d6167652d73746f72652e73332e61702d6e6f727468656173742d312e616d617a6f6e6177732e636f6d2f302f32343033312f35356463306661342d656435642d343563322d623964302d6265346237323564366332632e706e67|画像にあるような図形>を配置してもらいたいんだけど、作成お願いできる？図形は他のスライドからコピーしてきていいよ,Slack #corp-it-engineering-data-enablement
<@U7T0QAEBA> <@U02LMETN883> <@U0RR5KY90> <@U02818QEAJZ> 消化できなかったアジェンダ（キックオフの体制と日程調整）ですが、カレンダーの空きをみてインバイト送ることにします,<@U7T0QAEBA> <@U02LMETN883> <@U0RR5KY90> <@U02818QEAJZ> 消化できなかったアジェンダ（キックオフの体制と日程調整）ですが、カレンダーの空きをみてインバイト送ることにします,Slack #corp-it-engineering-data-enablement
<@U0RR5KY90> <@U02LMETN883> チーム定例で時間なくて話せなかったけど、稲垣さんと話して経営数値(IR)に関しては、「FY22Q4はUIについてWowを勝ち取ることを目指す」「実運用については来年から開始する」として、来年成果を出す案件への仕込みに位置付ける方針で合意しています（もちろん、最終的にはユーザーと話して決める）。一方、年内の短期的は成果は、BPRチームと進める営業支援でコミットする方針。 今日経営数値のミーティングがあると聞いたので、もしわからないことあれば質問してください。,<@U0RR5KY90> <@U02LMETN883> チーム定例で時間なくて話せなかったけど、稲垣さんと話して経営数値(IR)に関しては、「FY22Q4はUIについてWowを勝ち取ることを目指す」「実運用については来年から開始する」として、来年成果を出す案件への仕込みに位置付ける方針で合意しています（もちろん、最終的にはユーザーと話して決める）。一方、年内の短期的は成果は、BPRチームと進める営業支援でコミットする方針。 今日経営数値のミーティングがあると聞いたので、もしわからないことあれば質問してください。,Slack #corp-it-engineering-data-enablement
